Country Name,Country Code,Indicator Name,Indicator Code,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,12.79837561,13.14740207,12.34719062,12.55650172,11.61579874,11.18610948,11.08252431,11.05065293,10.72915659,10.56443486,10.08467716,9.47926704,8.903189472,8.716419723,8.331106384,7.973800414,7.937838592,7.71583907,7.472210842,7.441883734,7.174007966,7.253804311,7.171613702,7.073334588
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,57.88833413,57.89509602,58.18369434,57.93839077,58.50498554,58.62528632,58.59997365,58.71633027,59.27491161,59.82067249,60.6129746,61.58069737,62.13372264,61.62402963,61.85773714,61.9534896,62.54123483,62.48357133,62.7217439,62.19189765,61.92428389,61.42877075,61.2693601,61.24191516
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,59.91152835,59.40992182,59.69421468,59.71838288,60.21540043,59.64431948,59.4910515,59.40588063,59.77185946,60.21233384,60.98980892,61.73527237,62.20154728,62.04569725,62.58548174,63.20936413,64.39860153,64.63895606,65.16951265,64.78057927,64.34497058,63.84322096,63.47150064,63.51671273
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,36.34487816,36.12309901,35.93815838,36.27358621,35.766869,35.47465678,35.5994454,35.52464329,34.93079921,34.19697066,33.30957671,32.59262476,31.87700393,32.51347719,32.53372853,32.67848145,31.99330631,32.07624146,32.03640536,32.52865668,32.76698559,33.03991232,33.1157391,33.17132085
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,37.83915956,38.36878985,37.977931,37.98200049,37.44949047,37.98627342,38.10393722,38.23621638,37.79524162,37.23597898,36.3921682,35.75081741,35.10349014,35.36615392,34.87223742,34.37128688,33.05887759,32.7974418,32.35969823,32.70335096,33.11575388,33.52679186,33.80448186,33.77330885
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,75.00206775,75.52383962,75.05913782,74.08565563,73.68866694,73.59448552,73.06949684,73.22472294,73.87239996,74.08407075,74.59317423,74.59339141,74.70436508,73.76356716,73.78623837,73.73746383,73.9647233,73.70137765,73.54872442,73.09733653,71.94413265,71.76023194,71.74527419,71.62706516
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,40.72948302,41.64683292,41.9224848,41.81846159,42.10510195,42.88737041,43.23342246,43.61047278,44.59900771,45.43704424,46.10939123,46.29556544,46.63382232,46.66287867,46.55652586,46.57459359,47.50985808,47.46226039,47.3571568,47.23828767,46.7414333,46.88233242,47.30438062,47.20405845
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,42.11166592,42.10490416,41.81625382,42.06160927,41.49501421,41.37471368,41.40002633,41.28366945,40.72508844,40.17932844,39.38702472,38.41930311,37.86627889,38.375968,38.14226438,38.04655996,37.45876491,37.51642844,37.27791079,37.80810278,38.07571668,38.57122913,38.73063964,38.75808542
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,40.08847183,40.59007822,40.30578377,40.28161571,39.78460006,40.35568138,40.50894874,40.59411886,40.22813932,39.7876654,39.01019269,38.26472921,37.79845243,37.95430179,37.41451794,36.79063541,35.60139789,35.3610436,34.8304887,35.21959752,35.65503101,36.15677948,36.52849913,36.4832871
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.766550463,5.981268964,5.878250553,5.788350528,5.728157344,5.900037108,5.800743621,5.759001232,5.793849216,5.982866321,6.077571913,5.826568161,5.989306496,5.862617808,5.608526371,5.367816777,5.465341643,5.440456909,5.241809457,5.279558206,5.308519167,5.531616601,5.614706831,5.587468502
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.249343844,2.221243954,2.327707095,2.299680225,2.334656411,2.369621004,2.404921162,2.357694711,2.432854259,2.551299308,2.618012768,2.513883624,2.694838047,2.588602808,2.542610722,2.419281603,2.542330849,2.563550704,2.470688552,2.515840528,2.539533304,2.630381281,2.723886552,2.710271623
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,59.73000153,60.02332362,59.31005014,57.88898663,56.97288472,56.65129476,55.77535463,55.73325939,56.49013418,56.67360089,57.1043469,56.85754343,56.7109484,55.13821367,54.89520243,54.34019906,54.54114871,53.31134352,52.83981875,51.84796594,49.76405984,49.51380506,49.35377369,49.24380194
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,33.65427137,33.83569119,33.80545954,33.37480124,33.02217968,33.3322872,33.1340559,32.98475812,33.70738233,34.48748335,34.74955891,34.99454496,34.941232,33.93642025,33.69047319,33.45779466,33.72873815,33.17991688,32.62866234,31.63350796,30.80658604,30.82111151,31.08881793,30.95831936
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,25.90058171,25.72685659,24.36805086,24.89743986,23.96989138,23.87155218,23.76012715,23.54219801,23.42400381,22.81711011,21.93603266,20.94573239,20.48761181,20.63513381,20.17940998,19.6664355,19.40929582,19.03225353,18.57938406,18.36392107,18.32866797,18.35829046,18.25899864,18.22476693
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,10.32663335,10.61988925,9.881229361,10.28798927,10.16864194,10.69454979,10.85363257,10.76697328,10.77767096,10.69791083,10.14732133,9.412631936,8.840837142,8.454700466,8.252717852,8.004808554,7.772664614,7.47264103,7.361727655,7.196429688,7.250837157,7.254302486,7.251415569,7.212909136
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.65199995,2.674999952,2.690000057,2.858999968,2.58100009,2.625999928,2.763000011,2.736000061,2.750999928,2.713999987,2.66899991,2.522000074,2.505000114,2.63499999,2.691999912,2.822000027,2.989000082,3.151000023,3.207999945,3.292999983,3.332999945,3.351999998,3.177999973,3.187999964
Timor-Leste,TLS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.087999821,4.039000034,4.013000011,3.887000084,4.188000202,4.131000042,4.052999973,4.092000008,3.999000072,3.941999912,3.786999941,3.785000086,3.746000051,3.990999937,4.022999763,4.368000031,4.705999851,5.085000038,5.460000038,5.828000069,6.236999989,6.017000198,6.032000065,6.169000149
Timor-Leste,TLS,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,6.346000195,6.434000015,6.477000237,6.931000233,6.201000214,6.326000214,6.605000019,6.467000008,6.602000237,6.559999943,6.559000015,6.195000172,6.146999836,6.313000202,6.395999908,7.019000053,7.772999763,8.468999863,8.82199955,9.68599987,10.35900021,10.33100033,9.979000092,10.18599987
Timor-Leste,TLS,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,12.41399956,12.41600037,12.30599976,12.18799973,12.45899963,12.40799999,12.09300041,11.92599964,12.4630003,12.82900047,13.25,13.05000019,13.04899979,13.35200024,13.25300026,14.10200024,14.69400024,14.78299999,14.31900024,15.21000004,15.66699982,15.00699997,15.13700008,15.54899979
Timor-Leste,TLS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.39070371,45.41262936,45.46470442,45.49905563,45.53010321,45.53161841,45.56778585,45.59342479,45.52761923,45.57184503,45.72305862,45.75777076,45.84109289,45.78528916,45.7580626,45.84071804,45.86458338,45.72029185,45.52921612,45.60070543,45.60315104,45.56265012,45.58862255,45.63874909
Timor-Leste,TLS,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,,,,,,,,,,,,,,,12.98999977,,,22.51000023,,,40.20999908,,,
Timor-Leste,TLS,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,,,,,,,,,,,,,,,19.37999916,,,38.75999832,,,58.59999847,,,
Timor-Leste,TLS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,80.17199707,79.91699982,79.70600128,79.13500214,78.47399902,78.06600189,78.36499786,78.41600037,76.09500122,74.31500244,71.97899628,71.40200043,70.49700165,70.73200226,70.68900299,69.96099854,69.73100281,70.75499725,72.89600372,71.88600159,72.01999664,72.80899811,72.82800293,72.72100067
Timor-Leste,TLS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,67.46399689,67.33499908,67.34899902,67.00499725,66.5490036,66.19599915,66.51999664,66.59400177,64.4280014,63.02700043,61.44800186,61.07500076,60.54199982,60.64199829,60.57400131,60.14599991,60.00699997,60.53499985,61.88100052,61.18700027,61.28300095,61.82500076,61.875,61.88199997
Timor-Leste,TLS,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,,,,,,,,,,,,34.5,,,,,,,,,,,,
Timor-Leste,TLS,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,,,,,,,,,,,,39,,,,,,,,,,,,
Timor-Leste,TLS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,,,,,,,,65.5,,,,,,,,,,,,
Timor-Leste,TLS,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,,,,,,,,,,,,61,,,,,,,,,,,,
Timor-Leste,TLS,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,,,,,7.1,,,,,,22.2,,,,,,,,,,,,
Timor-Leste,TLS,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,,,,,,8.1,,,,,,17.7,,,,,,,,,,,,
Timor-Leste,TLS,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,31.68600082,31.66200066,31.32099915,30.9109993,31.97699928,32.65000153,32.44100189,34.09899902,33.61999893,35.15200043,35.95299911,36.26399994,36.94800186,37.31999969,37.81299973,38.58300018,39.10100174,39.35800171,39.24399948,39.16500092,39.48300171,40.28499985,40.91699982,41.55400085
Timor-Leste,TLS,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,31.99600029,31.98600006,31.75600052,32.18199921,33.8219986,35.48400116,35.8390007,38.00299835,35.65200043,37.26399994,38.26100159,39.03900146,40.22700119,41.34000015,42.35200119,43.58800125,44.57099915,45.47900009,46.17300034,46.70800018,47.72000122,48.9659996,50.07699966,51.13399887
Timor-Leste,TLS,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,,,,,,,,,,,,1.28,,,,,,,,,,,,
Timor-Leste,TLS,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,,,,,,,,,,,,0.66,,,,,,,,,,,,
Timor-Leste,TLS,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,9.512999535,9.583999634,9.161000252,7.605999947,8.80300045,10.40699959,9.404000282,7.52699995,8.638999939,9.831999779,11.5170002,11.8039999,12.56000042,11.79699993,11.43200016,12.30799961,12.52999973,11.54800034,9.909999847,12.00300026,11.81000042,10.94299984,11.07999992,11.28499985
Timor-Leste,TLS,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,6.480000019,6.389999866,6.118000031,5.458000183,5.984000206,6.876999855,6.500999928,5.441999912,5.925000191,6.256000042,6.712999821,6.811999798,7.011000156,6.84100008,6.739999771,6.986000061,7.03399992,6.855999947,6.53000021,7.590000153,7.460000038,7.422999859,7.548999786,7.676000118
Timor-Leste,TLS,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,35.29199982,34.6590004,34.26100159,33.95600128,34.70800018,34.40000153,33.69400024,33.52899933,31.86000061,30.11499977,27.27199936,27.01499939,26.06999969,26.50200081,26.46699905,23.68700027,21.5340004,20.74399948,21.06999969,18.40200043,16.92499924,17.25900078,17.18199921,17.07799911
Timor-Leste,TLS,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,44.78900146,44.1780014,44.2879982,49.01200104,46.32600021,45.48500061,46.79700089,46.78499985,41.52000046,37.58300018,32.72600174,31.69400024,30.27700043,31.50799942,31.88299942,30.24799919,29.50200081,31.51499939,36.04299927,33.28499985,33.10300064,34.84700012,34.56700134,34.11600113
Timor-Leste,TLS,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,25.3939991,26.03199959,26.30800056,24.56999969,24.7840004,25.40299988,25.4659996,25.42900085,28.32500076,30.57500076,33.7840004,34.11600113,35.07600021,34.56700134,34.51100159,36.79299927,38.49000168,38.54000092,36.93700027,39.79199982,40.9640007,40.10599899,40.24700165,40.45600128
Timor-Leste,TLS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,17.69300079,17.86300087,17.95599937,16.95000076,18.17000008,18.53100014,18.1779995,18.37999916,19.1989994,19.90999985,20.62000084,21.12000084,21.44799995,21.42900085,21.47599983,21.39900017,21.22599983,20.66799927,19.86800003,20.04800034,19.91300011,19.6060009,19.78700066,20.01799965
Timor-Leste,TLS,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,73.34000015,72.68299866,72.42399979,74.18600082,74.02199936,73.42300034,73.34999847,73.38999939,70.2519989,67.86499977,64.4980011,64.16899872,63.1570015,63.72300148,63.78099823,61.51100159,59.875,59.95199966,61.73500061,58.95299911,57.88800049,58.71999931,58.57999802,58.37199783
Timor-Leste,TLS,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,81.03600311,80.87200165,80.80799866,81.89400101,80.52199936,80.17100143,80.5909996,80.35400009,79.35499954,78.54800034,77.8010025,77.22299957,76.84899902,76.89299774,76.83399963,77.04299736,77.35700035,78.07299805,79.01900101,78.97100067,79.22000122,79.51300049,79.31400299,79.06299973
Timor-Leste,TLS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,78.04599762,77.77899933,77.56199646,76.87200165,76.4489975,76.01599884,76.19999695,76.27100372,74.0019989,72.29799652,70.05799866,69.60099792,68.73100281,68.86799622,68.78600311,67.98699951,67.64600372,68.52500153,70.55699921,69.51899719,69.6190033,70.36799622,70.51300049,70.40200043
Timor-Leste,TLS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,64.70600128,64.61499786,64.64600372,64.40000153,63.76200104,63.46099854,63.82400131,63.86899948,61.85200119,60.54299927,59.12099838,58.76300049,58.27399826,58.22200012,58.13700104,57.51900101,57.18299866,57.45700073,58.5019989,57.62099838,57.46099854,58.10499954,58.14300156,58.06499863
Timor-Leste,TLS,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,74.60600281,73.96800232,73.69200134,75.43000031,75.21600342,74.59700012,74.53399658,74.57099915,71.67500305,69.42500305,66.21600342,65.88400269,64.9240036,65.43299866,65.48899841,63.20700073,61.50999832,61.45999908,63.06299973,60.20800018,59.0359993,59.89400101,59.75299835,59.54399872
Timor-Leste,TLS,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,82.30699921,82.13700104,82.04399872,83.05000305,81.83000183,81.46900177,81.8219986,81.62000275,80.8010025,80.08999634,79.37999725,78.87999725,78.55200195,78.57099915,78.52400208,78.60099792,78.77400208,79.33200073,80.13200378,79.95200348,80.08699799,80.39399719,80.21299744,79.98200226
Timor-Leste,TLS,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,1.266000032,1.284999967,1.269000053,1.243999958,1.194000006,1.174000025,1.184000015,1.180999994,1.422000051,1.559999943,1.717000008,1.715000033,1.76699996,1.710000038,1.707999945,1.695000052,1.63499999,1.508000016,1.327000022,1.254999995,1.148000002,1.174000025,1.172999978,1.172999978
Timor-Leste,TLS,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.271999955,1.264000058,1.235999942,1.156000018,1.309000015,1.297000051,1.231999993,1.264999986,1.44599998,1.542999983,1.578999996,1.657999992,1.702999949,1.677999973,1.690000057,1.557999969,1.417000055,1.258999944,1.113999963,0.981000006,0.865999997,0.882000029,0.898999989,0.91900003
Timor-Leste,TLS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,51.87599945,50.8030014,50.17699814,48.78900146,48.24499893,47.43500137,48.42300034,49.15299988,44.58300018,41.85200119,38.65399933,38.44400024,37.63700104,38.32300186,38.63800049,37.66799927,37.28300095,38.52399826,41.61800003,39.6609993,39.50600052,40.56200027,40.54100037,40.01800156
Timor-Leste,TLS,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,46.2140007,45.71300125,45.98199844,45.32699966,44.37799835,43.4280014,44.93399811,45.59400177,38.69800186,34.35900116,29.38899994,28.97999954,27.85700035,28.90399933,29.39999962,27.90699959,27.39100075,29.36400032,34.1629982,31.41900063,31.42700005,33.29499817,33.08200073,32.47600174
Timor-Leste,TLS,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,58.80099869,58.75400162,59.51800156,61.48400116,59.22000122,56.94300079,58.15499878,58.37400055,57.74000168,55.01599884,52.52899933,51.93199921,50.49200058,50.88299942,50.75500107,49.10900116,48.36899948,49.09400177,50.84600067,48.83300018,48.70700073,48.77199936,48.00400162,47.1609993
Timor-Leste,TLS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,61.52399826,61.62400055,62.1269989,62.35900116,60.19400024,57.63999939,57.65999985,56.55400085,58.42300034,56.48099899,55.02600098,54.14899826,52.76300049,51.81900024,50.9070015,49.42699814,48.39599991,47.66500092,47.29800034,45.70199966,44.81999969,43.61100006,42.37400055,41.18999863
Timor-Leste,TLS,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,,,,,,,,,,,,98.16,,,,,,,,,,,,
Timor-Leste,TLS,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,,,,,,,,,,,,96.89,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,11.48071378,10.98151907,11.16233787,11.47858454,11.78282343,11.64296436,11.55934965,11.31550809,9.828646749,10.11436184,9.204250528,8.87088438,8.52149539,8.44486708,8.580993034,9.443511071,9.723754463,9.228640394,9.389475482,9.520348329,9.510979748,9.596638423,9.543929565,9.165240454
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,16.33855776,16.54892146,16.90239673,16.99840019,18.75310564,18.90740518,19.81690639,18.92414648,18.01828225,18.53103104,17.33396602,16.272986,16.5599638,17.78218462,18.6702967,19.06710248,19.53807552,19.47072154,19.77914419,20.19904921,20.44722769,20.7231854,20.46351531,20.06984406
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,22.86288867,21.90884361,22.09513576,22.20748593,23.14838574,23.6632665,23.9253339,23.77662413,21.11526489,22.01887389,20.57301501,19.68863369,19.65537712,19.14442557,19.71487725,21.75175101,23.78596373,22.95207463,23.06181656,25.01871615,25.31724331,25.44434407,25.45054768,24.46605745
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,29.33078605,29.9615118,30.84603166,30.35481348,33.94189337,35.33868886,33.76682621,32.89101456,32.2853116,34.57801273,33.9571284,33.16697366,35.38187846,35.27129729,38.58116689,38.73092482,40.67270156,40.11366131,40.34358362,39.53220741,39.57362167,42.4824262,42.37300217,42.64696637
Middle East & North Africa (IDA & IBRD countries),TMN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,18.12727573,18.12526836,18.22530818,18.75534262,19.12002043,19.44456773,19.33398426,19.75922933,20.10117669,20.44082771,20.43120146,20.76999717,20.12172073,20.49765036,20.34381355,20.11244602,20.07584903,20.16532411,20.0112068,20.10380475,20.51663542,20.27243393,20.1995605,20.20185854
Middle East & North Africa (IDA & IBRD countries),TMN,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,,,,,,,,,,,,,,,,,,,,,,17.52534356,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,,,,,,,,,,,,,,,,,,,,,,33.50428544,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,74.41926649,74.21665955,73.87341172,74.11976567,73.71976003,73.24681493,73.13626327,73.08878885,73.06462416,73.01932362,72.61601734,72.25902346,71.86513929,71.86018448,71.95270124,71.84945493,71.74235627,71.80227223,71.30137855,70.88722574,70.90528946,70.65408396,70.75341934,70.63314241
Middle East & North Africa (IDA & IBRD countries),TMN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,16.60079426,16.54233385,16.56155563,17.19900845,17.51217598,17.77760681,17.64148846,18.1301072,18.52682336,18.90700781,18.76548286,19.02648818,18.14388316,18.53344304,18.35778936,18.0679407,18.00579825,18.13182967,17.84258454,17.84645651,18.30803462,17.96455683,17.90162108,17.86701
Middle East & North Africa (IDA & IBRD countries),TMN,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,45.5399012,46.1353839,46.60560711,46.9688808,47.36608343,47.74087495,48.31109141,48.53029013,48.40556036,48.46864001,48.43638232,48.60688045,48.59729329,49.24267244,49.48076817,49.91456972,49.9446015,50.37247759,50.58874323,51.36958435,51.74435228,51.87183415,52.22975423,52.49841954
Middle East & North Africa (IDA & IBRD countries),TMN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,41.65817815,42.51344908,43.9894486,44.99505507,43.7329355,45.54680822,47.15626532,45.79593755,44.12596356,44.67597945,45.95226141,46.09324942,48.29633458,49.20885295,51.14336864,52.19559939,54.54345968,53.87285071,54.28693602,55.33036839,55.93814076,56.23642025,56.91319028,57.58874737
Middle East & North Africa (IDA & IBRD countries),TMN,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,25.92931404,25.79463361,25.767199,25.76567235,25.52024724,25.39149744,25.12554818,25.1892559,25.61412451,26.43774999,27.14190524,27.81551407,28.37809446,28.85408898,29.71749573,29.29806602,29.62433762,29.47488788,29.48830971,29.17359651,28.93632324,29.04719131,28.9573463,28.83493603
Middle East & North Africa (IDA & IBRD countries),TMN,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,18.72112443,18.72499778,19.13768067,19.37779504,18.12407778,19.01595547,19.12679203,17.99877317,17.89011368,17.41035654,18.16234019,16.85489858,16.031233,15.44050233,15.28378063,14.86240383,14.91807521,14.67520321,14.39158804,14.69896008,15.17843417,15.7096548,15.50587397,15.25362198
Middle East & North Africa (IDA & IBRD countries),TMN,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,8.171821282,8.054334085,8.186764583,8.457530168,8.252928884,8.060968986,8.188315764,8.066774707,8.260345681,7.857177712,7.210433962,7.234394928,6.757208622,6.502225778,5.582648562,5.237646616,4.858669542,4.778288621,4.735082493,4.757071668,4.222472918,4.390440849,4.286256674,4.181894086
